"X","Y","R","G","B"
"55","14","127","127","127"
"56","14","198","198","176"
"57","14","174","174","152"
"58","14","215","226","160"
"59","14","253","8","176"
"60","14","185","207","86"
"61","14","171","193","50"
"62","14","8","41","110"
"63","14","83","116","163"
"64","14","127","226","185"
"65","14","229","72","243"
"66","14","134","244","115"
"67","14","13","134","206"
"68","14","40","161","200"
"69","14","214","90","74"
"70","14","123","10","184"
"71","14","106","4","123"
"72","14","115","13","132"
"73","14","101","255","118"
"74","14","95","249","112"
"75","14","115","13","132"
"76","14","101","255","118"
"77","14","95","249","112"
"78","14","115","2","154"
"79","14","101","244","140"
"80","14","95","249","112"
"81","14","115","13","132"
"82","14","101","255","118"
"83","14","95","249","112"
"84","14","115","13","132"
"85","14","101","255","118"
"86","14","95","249","112"
"87","14","115","13","132"
"88","14","101","255","118"
"89","14","95","249","112"
"90","14","115","13","132"
"91","14","101","255","118"
"92","14","95","249","112"
"93","14","115","13","132"
"94","14","101","255","118"
"95","14","95","249","112"
"96","14","115","13","132"
"97","14","101","255","118"
"98","14","95","249","112"
"99","14","115","13","132"
"0","15","101","255","118"
"1","15","95","249","112"
"2","15","115","13","132"
"3","15","101","255","118"
"4","15","95","249","112"
"5","15","115","13","132"
"6","15","101","255","118"
"7","15","95","249","112"
"8","15","115","13","132"
"9","15","101","255","118"
"10","15","95","249","112"
"11","15","115","13","132"
"12","15","101","255","118"
"13","15","95","249","112"
"14","15","115","13","132"
"15","15","101","255","118"
"16","15","95","249","112"
"17","15","115","13","132"
"18","15","101","255","118"
"19","15","95","249","112"
"20","15","115","13","132"
"21","15","101","255","118"
"22","15","95","249","112"
"23","15","115","13","132"
"24","15","101","255","118"
"25","15","84","238","112"
"26","15","104","2","132"
"27","15","101","255","118"
"28","15","106","249","167"
"29","15","115","247","209"
"30","15","57","189","195"
"31","15","7","128","200"
"32","15","68","145","60"
"33","15","31","86","89"
"34","15","41","96","110"
"35","15","163","207","20"
"36","15","83","116","251"
"37","15","110","143","66"
"38","15","119","141","86"
"39","15","160","182","171"
"40","15","143","154","176"
"41","15","130","141","163"
"42","15","116","127","149"
"43","15","154","176","165"
"44","15","218","240","229"
"45","15","215","237","204"
"46","15","209","231","176"
"47","15","229","6","185"
"48","15","215","226","138"
"49","15","198","209","121"
"50","15","152","163","75"
"51","15","160","171","105"
"52","15","231","242","187"
"53","15","229","229","207"
"54","15","182","182","160"
"55","15","242","242","220"
"56","15","240","240","218"
"57","15","204","215","160"
"58","15","165","176","121"
"59","15","174","185","119"
"60","15","182","193","105"
"61","15","209","231","110"
"62","15","229","251","108"
"63","15","160","182","28"
"64","15","165","209","22"
"65","15","94","149","185"
"66","15","94","149","152"
"67","15","144","210","158"
"68","15","239","93","220"
"69","15","13","101","162"
"70","15","62","194","178"
"71","15","137","24","209"
"72","15","101","244","162"
"73","15","95","238","134"
"74","15","115","13","132"
"75","15","101","255","118"
"76","15","95","249","112"
"77","15","115","2","154"
"78","15","101","255","118"
"79","15","95","249","112"
"80","15","115","13","132"
"81","15","101","255","118"
"82","15","95","249","112"
"83","15","115","13","132"
"84","15","101","255","118"
"85","15","95","249","112"
"86","15","115","13","132"
"87","15","101","255","118"
"88","15","95","249","112"
"89","15","115","13","132"
"90","15","101","255","118"
"91","15","95","249","112"
"92","15","115","13","132"
"93","15","101","255","118"
"94","15","95","249","112"
"95","15","115","13","132"
"96","15","101","255","118"
"97","15","95","249","112"
"98","15","115","13","132"
"99","15","101","255","118"
"0","16","95","249","112"
"1","16","115","13","132"
"2","16","101","255","118"
"3","16","95","249","112"
"4","16","115","13","132"
"5","16","101","255","118"
"6","16","95","249","112"
"7","16","115","13","132"
"8","16","101","255","118"
"9","16","95","249","112"
"10","16","115","13","132"
"11","16","101","255","118"
"12","16","95","249","112"
"13","16","115","13","132"
"14","16","101","255","118"
"15","16","95","249","112"
"16","16","137","2","132"
"17","16","123","244","118"
"18","16","139","4","112"
"19","16","104","225","132"
"20","16","134","255","118"
"21","16","161","26","134"
"22","16","71","225","132"
"23","16","90","244","118"
"24","16","84","238","112"
"25","16","115","13","132"
"26","16","112","10","118"
"27","16","95","238","134"
"28","16","137","13","19"
"29","16","35","145","16"
"30","16","238","70","73"
"31","16","161","227","73"
"32","16","28","72","174"
"33","16","176","198","77"
"34","16","196","218","97"
"35","16","105","116","28"
"36","16","99","110","44"
"37","16","152","163","97"
"38","16","138","149","94"
"39","16","143","154","99"
"40","16","196","207","152"
"41","16","193","204","149"
"42","16","198","209","154"
"43","16","240","251","196"
"44","16","3","14","215"
"45","16","8","19","220"
"46","16","28","39","229"
"47","16","3","14","204"
"48","16","231","242","176"
"49","16","229","240","174"
"50","16","182","193","127"
"51","16","143","154","88"
"52","16","130","141","75"
"53","16","94","105","50"
"54","16","121","132","77"
"55","16","174","185","130"
"56","16","182","193","138"
"57","16","165","176","121"
"58","16","185","196","141"
"59","16","171","182","127"
"60","16","176","187","121"
"61","16","229","240","174"
"62","16","237","248","182"
"63","16","253","8","198"
"64","16","240","251","196"
"65","16","182","193","127"
"66","16","85","107","242"
"67","16","53","75","177"
"68","16","84","139","153"
"69","16","221","9","224"
"70","16","46","123","5"
"71","16","24","112","195"
"72","16","18","117","156"
"73","16","115","214","231"
"74","16","156","255","250"
"75","16","95","205","145"
"76","16","137","24","198"
"77","16","112","255","151"
"78","16","106","4","123"
"79","16","93","247","132"
"80","16","101","255","118"
"81","16","95","249","112"
"82","16","115","2","154"
"83","16","101","244","140"
"84","16","95","238","134"
"85","16","115","2","154"
"86","16","101","244","140"
"87","16","84","238","112"
"88","16","115","13","132"
"89","16","101","255","118"
"90","16","95","249","112"
"91","16","115","13","132"
"92","16","101","255","118"
"93","16","95","249","112"
"94","16","115","2","154"
"95","16","101","244","140"
